;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Dividendo preferente y otros ajustes;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Beneficio neto a acciones comunes incluidos extradordinarios;-18962000,0;-98007000,0;-31738000,0;-5294000,0;-69216000,0;119497000,0;312861000,0;725694000,0;540159000,0;792566000,0;950071000,0;-81198000,0
Beneficio neto a acciones comunes excluidos extradordinarios;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
BPA diluido sin extraordinarios;-0,22;-1,3;-0,43;-0,07;-1,01;1,66;4,56;11,39;8,71;12,79;15,88;-1,5
Promedio ponderado de acciones diluidas en circulacion;85140,0;75604000,0;73371000,0;72255000,0;68421000,0;71771000,0;68544000,0;63718000,0;62006000,0;61952000,0;59832000,0;54208000,0
Promedio ponderado de acciones basicas en circulacion;77834494,0;73010000,0;73371000,0;72255000,0;68421000,0;70357000,0;67386000,0;62464000,0;61220000,0;61386000,0;59381000,0;54208000,0
Total de acciones fuera. en la fecha de presentacion;77834494,0;73010000,0;73690901,0;68830820,0;73336332,0;68268347,0;65439867,0;58353973,0;61751732,0;60498530,0;56056159,0;50233596,0
Dividendo por accion;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Dividendo especial por accion;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
BPA basico;-0,22;-1,3;-0,43;-0,07;-1,01;1,7;4,64;11,62;8,82;12,91;16,0;-1,5
FFO;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EBITDA;-497000,0;-73775000,0;-6377000,0;19049000,0;66112000,0;128308000,0;425485000,0;809186000,0;854666000,0;1037623000,0;989557000,0;72978000,0
EBITDAR;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
